Age,Attrition,Department,DistanceFromHome,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,RelationshipSatisfaction,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
43,No,Sales,37,8720,4,Female,93,4,1,Executive,5,Single,10792,3,No,4,3,11,4,15,12,2
38,No,Marketing,10,8721,2,Female,25,4,3,Manager,2,Single,14633,4,No,4,2,92,1,3,12,1
21,No,HR,44,8722,1,Female,72,1,3,Executive,3,Married,15341,1,No,1,1,68,4,6,6,9
41,No,IT,4,8723,2,Male,98,3,1,Manager,2,Divorced,17217,4,Yes,1,4,83,4,29,12,1
39,No,IT,30,8724,1,Male,56,1,4,Executive,5,Single,7874,3,Yes,3,2,43,3,25,7,2
52,Yes,Sales,38,8725,3,Female,95,2,2,Assistant,3,Single,10105,3,Yes,4,3,76,4,14,4,7
27,Yes,Marketing,17,8726,3,Female,83,2,5,Analyst,3,Single,19521,3,Yes,2,2,2,2,4,2,7
44,No,Finance,44,8727,2,Female,47,3,4,Executive,5,Married,3532,2,Yes,2,1,17,4,15,9,0
28,No,IT,23,8728,3,Male,58,2,1,Analyst,2,Single,16184,2,Yes,4,3,57,4,5,11,8
53,Yes,HR,5,8729,1,Male,21,3,3,Executive,1,Single,17589,2,Yes,4,2,71,3,6,1,4
42,No,Sales,35,8730,2,Female,93,1,2,Assistant,5,Single,6373,2,Yes,1,2,38,2,19,6,4
24,No,Sales,24,8731,2,Female,66,1,3,Analyst,5,Married,9878,1,Yes,2,1,56,1,18,10,1
44,No,Sales,25,8732,1,Male,27,2,5,Assistant,1,Divorced,14882,1,Yes,3,1,14,2,20,9,4
27,Yes,HR,23,8733,2,Female,46,2,1,Manager,1,Married,6145,2,No,1,4,16,4,6,10,5
35,No,Sales,34,8734,1,Female,53,4,2,Analyst,3,Divorced,9675,4,Yes,1,1,96,2,4,10,6
34,No,Finance,15,8735,3,Male,92,1,4,Executive,1,Divorced,14236,3,Yes,3,4,15,1,12,2,0
20,Yes,Finance,11,8736,3,Male,77,1,4,Analyst,3,Married,9029,2,No,3,3,41,2,24,2,2
41,Yes,Marketing,35,8737,1,Male,34,4,1,Manager,1,Single,13296,4,Yes,4,4,99,2,25,12,3
22,Yes,Marketing,10,8738,4,Male,30,1,1,Manager,2,Divorced,15475,2,Yes,4,2,63,4,24,9,6
57,No,Finance,3,8739,1,Male,44,2,3,Executive,3,Single,14310,4,Yes,1,3,3,3,14,13,7
33,Yes,HR,27,8740,4,Female,33,3,2,Assistant,2,Divorced,18269,1,Yes,4,3,21,4,7,10,4
55,No,Marketing,10,8741,2,Male,88,2,5,Analyst,1,Single,6571,1,No,1,4,69,4,2,10,6
37,No,Sales,10,8742,1,Male,86,4,1,Assistant,2,Single,17578,1,Yes,2,3,78,2,26,9,1
37,No,Finance,1,8743,2,Male,92,1,2,Assistant,5,Married,19563,4,No,4,2,68,1,2,4,7
22,No,IT,9,8744,3,Male,89,4,1,Executive,1,Single,4772,3,Yes,1,3,14,3,26,8,1
29,Yes,HR,49,8745,1,Male,44,4,1,Analyst,3,Divorced,3007,3,No,3,2,28,4,21,8,2
58,No,HR,27,8746,3,Male,48,1,4,Manager,1,Single,15447,1,Yes,1,1,83,2,20,11,2
20,Yes,Finance,31,8747,2,Female,53,1,2,Executive,4,Single,13709,3,No,1,3,82,4,4,2,5
46,Yes,IT,7,8748,1,Male,63,1,4,Assistant,5,Single,5887,3,No,2,1,66,1,20,4,9
46,No,HR,17,8749,4,Female,19,1,4,Manager,3,Divorced,15668,3,Yes,2,1,97,4,23,6,5
30,No,Marketing,39,8750,4,Female,57,3,2,Assistant,1,Divorced,16195,3,Yes,4,4,59,3,3,4,0
24,Yes,IT,19,8751,1,Male,61,3,4,Analyst,5,Divorced,10896,1,No,2,1,31,3,2,7,9
26,No,Sales,43,8752,3,Male,73,2,3,Assistant,3,Single,18290,3,Yes,1,1,93,2,21,13,1
38,No,Marketing,3,8753,4,Female,83,3,5,Manager,5,Married,14012,2,Yes,3,4,32,4,29,10,4
48,No,IT,34,8754,1,Female,31,4,5,Analyst,3,Divorced,14227,3,Yes,3,2,98,3,6,12,8
34,No,Finance,13,8755,4,Female,33,1,3,Executive,5,Single,15559,1,Yes,2,3,82,4,14,5,5
54,No,HR,48,8756,4,Male,60,4,1,Assistant,3,Divorced,15410,1,No,2,1,0,3,8,4,5
56,No,Marketing,16,8757,4,Female,70,4,4,Analyst,3,Married,5326,4,Yes,3,1,79,1,11,6,0
31,No,Finance,29,8758,2,Male,40,1,5,Analyst,4,Single,10004,4,Yes,4,1,64,1,19,6,7
49,No,IT,4,8759,3,Male,80,3,2,Executive,3,Divorced,8652,3,Yes,2,1,25,3,15,5,8
39,No,Sales,16,8760,1,Female,28,2,1,Executive,4,Divorced,16007,1,Yes,1,3,42,3,20,6,4
56,No,HR,19,8761,1,Male,66,4,5,Manager,1,Married,8749,1,Yes,2,1,26,4,20,5,9
22,Yes,HR,27,8762,2,Male,18,3,4,Analyst,1,Divorced,17024,1,No,3,3,57,4,20,7,2
28,Yes,Marketing,39,8763,4,Female,17,1,5,Analyst,5,Single,18745,4,Yes,2,2,53,3,23,14,9
58,Yes,Finance,33,8764,3,Female,93,3,4,Manager,2,Single,19780,3,No,4,4,45,3,20,5,4
45,No,IT,16,8765,2,Male,36,3,1,Assistant,2,Married,5348,1,Yes,2,4,24,4,14,4,4
21,Yes,IT,46,8766,2,Female,64,1,3,Analyst,1,Married,6465,3,No,2,1,18,3,23,11,0
42,Yes,Finance,22,8767,3,Male,78,3,4,Analyst,4,Married,7698,2,No,1,4,8,1,4,9,8
42,No,HR,24,8768,3,Female,97,2,4,Assistant,3,Single,9736,2,Yes,4,4,29,4,10,5,9
40,No,Finance,38,8769,2,Female,24,3,1,Executive,5,Married,10956,4,Yes,3,2,44,1,8,6,1
35,No,IT,47,8770,3,Female,70,2,1,Executive,3,Divorced,3000,1,Yes,4,1,54,4,5,2,4
28,No,Finance,15,8771,1,Female,30,4,2,Executive,3,Divorced,4194,4,No,2,4,10,3,18,1,0
32,Yes,HR,11,8772,1,Male,51,1,1,Manager,2,Single,17469,4,Yes,4,3,92,2,29,3,6
47,Yes,Marketing,25,8773,3,Female,69,3,5,Assistant,1,Divorced,13863,1,No,4,3,34,4,25,7,6
46,No,HR,41,8774,3,Male,36,3,4,Executive,4,Married,3761,1,No,1,3,16,4,25,1,4
36,No,Sales,8,8775,2,Male,46,3,3,Manager,2,Divorced,15554,1,Yes,3,4,57,2,17,1,9
57,No,Sales,16,8776,1,Female,58,4,1,Assistant,3,Married,17801,2,Yes,3,3,27,2,5,8,9
55,No,Finance,17,8777,4,Female,95,2,4,Executive,3,Divorced,10617,1,Yes,1,3,97,1,3,3,1
20,No,HR,39,8778,2,Female,87,2,3,Analyst,1,Single,11287,1,No,1,2,1,3,10,2,7
37,No,HR,35,8779,1,Female,66,3,2,Analyst,4,Married,15208,4,No,3,1,76,2,27,8,2
28,No,IT,48,8780,1,Female,47,4,5,Executive,1,Divorced,17611,2,No,2,3,20,4,21,13,4
32,No,Marketing,1,8781,3,Male,16,4,2,Executive,5,Single,12765,2,Yes,1,1,41,2,4,12,5
59,No,HR,22,8782,2,Female,28,1,1,Manager,5,Divorced,17609,4,No,1,3,86,2,19,10,5
34,No,Finance,28,8783,1,Male,75,4,5,Analyst,2,Single,4121,1,No,1,2,66,3,23,14,7
23,No,IT,47,8784,3,Male,79,1,2,Assistant,1,Divorced,9809,1,Yes,1,2,75,3,5,2,0
52,No,IT,22,8785,4,Male,44,3,4,Executive,3,Married,18229,2,Yes,1,1,18,1,1,13,4
43,Yes,Finance,2,8786,3,Male,41,4,1,Assistant,5,Married,16626,4,Yes,1,2,4,3,4,10,6
55,No,Finance,6,8787,4,Female,78,3,2,Executive,2,Married,6205,3,No,3,1,33,1,1,14,4
29,No,HR,15,8788,2,Female,47,2,5,Analyst,5,Married,12309,2,No,2,3,50,2,15,7,7
55,No,HR,45,8789,3,Male,67,3,5,Executive,5,Married,13495,4,No,2,4,41,1,3,7,1
39,Yes,IT,30,8790,3,Male,94,1,3,Assistant,5,Divorced,13993,4,Yes,4,1,42,1,27,10,4
30,Yes,IT,22,8791,4,Female,24,4,5,Analyst,5,Divorced,10903,2,Yes,4,4,32,3,10,6,3
31,No,Marketing,13,8792,2,Male,41,2,5,Executive,1,Divorced,15108,1,No,4,3,96,2,26,1,2
37,Yes,IT,29,8793,3,Female,51,2,1,Analyst,3,Divorced,12844,3,No,2,1,72,1,5,1,1
49,Yes,Finance,37,8794,3,Male,16,4,5,Manager,1,Married,15968,2,No,4,2,91,2,22,11,7
56,No,Finance,38,8795,4,Female,57,4,3,Assistant,2,Single,8260,3,Yes,4,3,66,4,11,14,3
39,No,Marketing,21,8796,4,Male,97,3,5,Executive,2,Married,13629,3,Yes,3,2,93,4,17,11,9
44,No,Sales,30,8797,2,Male,33,2,3,Executive,2,Divorced,13965,2,No,3,4,20,4,26,3,9
31,No,Sales,17,8798,1,Male,25,4,4,Executive,3,Married,19288,4,Yes,3,3,18,2,9,12,3
40,Yes,Finance,47,8799,1,Female,66,4,3,Assistant,1,Married,18235,3,Yes,1,3,95,4,13,13,3
44,No,Sales,30,8800,2,Female,46,3,1,Manager,2,Married,15237,1,No,1,2,89,3,14,12,8
30,No,Sales,34,8801,2,Female,94,4,2,Assistant,1,Single,19049,4,No,1,2,62,2,9,12,6
28,No,Marketing,37,8802,1,Male,95,3,2,Executive,3,Married,13850,3,No,3,1,66,4,17,11,9
44,No,IT,30,8803,3,Male,43,1,4,Assistant,3,Married,5842,3,Yes,2,4,10,4,7,13,2
54,No,IT,32,8804,2,Male,98,4,1,Executive,2,Single,9713,3,No,1,3,24,1,16,4,4
51,No,Sales,36,8805,2,Male,50,2,4,Assistant,1,Married,19896,2,No,3,1,62,2,20,9,3
33,No,HR,34,8806,3,Male,61,2,4,Analyst,4,Married,3795,4,Yes,1,1,38,4,13,12,0
20,No,Marketing,7,8807,3,Male,57,2,5,Assistant,3,Married,18132,2,Yes,2,4,73,2,14,7,3
36,No,Sales,17,8808,2,Female,66,2,5,Executive,2,Married,7959,2,No,2,4,59,2,18,1,6
44,No,HR,49,8809,1,Female,67,1,1,Executive,3,Married,12818,3,Yes,4,2,44,3,28,4,4
27,No,HR,40,8810,3,Female,82,4,2,Assistant,1,Divorced,15611,1,No,3,2,0,4,11,6,5
24,Yes,Marketing,44,8811,2,Male,19,1,3,Assistant,4,Married,10909,3,Yes,1,4,46,3,27,14,5
24,No,IT,27,8812,4,Female,97,4,5,Analyst,4,Single,8884,3,Yes,4,4,49,4,2,13,6
54,No,Finance,43,8813,3,Male,62,2,1,Manager,4,Married,12256,1,Yes,1,3,70,2,22,6,0
38,No,HR,29,8814,1,Male,38,4,1,Manager,4,Divorced,11553,3,No,2,3,16,2,6,7,5
42,No,Finance,48,8815,4,Female,15,2,2,Analyst,5,Single,13611,2,No,3,1,96,2,5,9,8
28,No,Finance,37,8816,1,Male,16,1,1,Manager,1,Single,14925,4,No,3,2,93,2,3,6,9
49,No,Marketing,6,8817,4,Male,24,4,1,Manager,4,Married,4336,2,No,1,2,30,4,27,1,4
35,Yes,IT,25,8818,1,Male,77,2,2,Executive,1,Divorced,12493,2,No,1,4,26,1,7,3,6
52,No,Marketing,38,8819,2,Male,73,2,5,Executive,5,Married,4960,2,Yes,3,3,30,2,3,1,2
21,Yes,HR,15,8820,3,Male,20,2,2,Executive,2,Divorced,6105,2,No,2,4,89,4,13,6,3
33,No,IT,23,8821,4,Female,98,4,4,Assistant,5,Divorced,15401,1,No,4,3,17,2,27,7,3
20,No,Sales,37,8822,3,Female,97,4,5,Assistant,3,Married,3001,4,Yes,1,1,72,1,23,12,5
45,No,IT,40,8823,4,Male,62,2,4,Manager,1,Divorced,18094,3,No,3,2,91,4,2,12,2
44,No,Marketing,24,8824,2,Male,50,3,1,Assistant,2,Married,19103,4,No,3,4,86,2,24,3,2
35,Yes,Marketing,43,8825,3,Female,62,1,4,Executive,4,Divorced,16472,3,No,3,3,70,3,2,10,9
34,No,Finance,33,8826,3,Female,43,1,2,Assistant,2,Single,5848,4,Yes,4,2,47,1,18,9,4
45,No,Sales,47,8827,1,Female,55,1,2,Manager,5,Married,10619,2,Yes,3,2,25,3,4,1,1
35,No,IT,21,8828,1,Male,87,3,3,Executive,4,Divorced,6601,1,No,4,4,84,3,26,1,0
33,No,Sales,35,8829,2,Female,46,4,1,Manager,5,Single,15860,2,No,3,2,95,2,17,7,1
48,No,Finance,30,8830,4,Female,19,3,2,Assistant,3,Single,15370,2,Yes,2,2,28,3,11,12,8
43,Yes,Sales,40,8831,2,Male,99,3,5,Analyst,4,Single,12225,2,No,4,4,98,4,7,5,2
34,No,Sales,30,8832,2,Male,31,4,2,Analyst,1,Single,3617,3,Yes,1,3,55,1,2,5,2
38,No,IT,26,8833,2,Female,38,1,5,Executive,4,Married,18592,1,Yes,2,2,90,4,15,5,0
27,No,Sales,48,8834,4,Male,96,2,1,Manager,2,Divorced,6622,4,Yes,3,3,57,3,14,11,1
53,No,Finance,31,8835,1,Female,20,2,3,Analyst,2,Single,14109,1,Yes,1,4,67,4,14,11,5
21,No,HR,23,8836,4,Female,42,3,3,Analyst,4,Divorced,11989,4,No,4,4,30,1,6,12,1
46,No,HR,34,8837,1,Male,34,1,4,Executive,2,Divorced,5926,2,No,1,4,74,3,5,5,9
29,No,Marketing,47,8838,4,Male,94,4,2,Executive,5,Divorced,8239,2,Yes,3,2,97,1,14,2,9
54,No,HR,25,8839,3,Female,33,1,1,Manager,1,Married,8662,2,No,2,4,45,2,21,14,7
42,No,IT,10,8840,4,Male,22,1,4,Analyst,3,Married,8862,3,No,2,2,12,2,29,1,5
27,No,Marketing,12,8841,1,Male,32,3,1,Manager,5,Single,14432,1,Yes,1,1,64,4,4,5,1
47,No,HR,7,8842,2,Male,51,3,1,Manager,3,Divorced,12488,2,Yes,1,2,83,4,14,10,9
42,No,HR,29,8843,4,Male,75,2,4,Executive,1,Married,13945,2,Yes,3,1,33,3,5,9,5
23,No,Marketing,31,8844,4,Male,59,3,1,Manager,4,Married,15656,3,No,2,4,30,3,12,8,1
33,No,IT,34,8845,4,Male,52,1,4,Assistant,2,Married,3471,4,Yes,2,4,41,2,27,9,0
48,No,Marketing,44,8846,4,Male,16,1,2,Manager,4,Single,7851,1,Yes,3,1,60,2,25,3,4
20,No,IT,16,8847,1,Female,69,3,4,Analyst,4,Married,7974,1,Yes,2,3,90,1,13,2,4
23,No,IT,19,8848,2,Male,29,4,2,Manager,1,Divorced,12175,4,Yes,4,4,90,2,29,5,7
51,Yes,Finance,13,8849,3,Female,73,3,3,Assistant,5,Married,18818,3,No,2,2,89,2,12,7,3
52,No,HR,25,8850,3,Male,89,2,4,Assistant,1,Married,6609,4,No,3,2,61,1,28,13,1
45,No,HR,32,8851,3,Female,19,3,3,Analyst,4,Single,13786,4,No,4,4,14,2,17,4,6
36,No,Sales,25,8852,2,Male,98,1,4,Analyst,3,Divorced,10992,2,Yes,2,1,26,4,18,2,2
58,No,Marketing,10,8853,4,Female,34,2,1,Manager,1,Married,3206,4,No,1,1,41,1,12,9,2
42,No,Finance,47,8854,1,Male,96,2,3,Assistant,5,Divorced,7884,3,No,2,1,63,2,23,6,7
51,No,HR,18,8855,2,Female,26,1,5,Assistant,1,Divorced,6236,2,Yes,1,3,38,1,9,3,2
34,No,Sales,38,8856,1,Male,71,1,5,Manager,2,Married,19507,1,Yes,2,3,0,2,19,12,1
32,Yes,Finance,41,8857,1,Male,95,1,5,Analyst,5,Single,17045,1,Yes,3,3,90,2,22,11,9
21,Yes,IT,23,8858,4,Female,82,2,3,Assistant,2,Divorced,9020,3,No,3,2,72,3,29,1,8
38,No,HR,34,8859,4,Female,33,3,2,Manager,3,Married,18741,4,No,1,4,93,1,21,1,7
43,Yes,Marketing,48,8860,1,Male,41,2,4,Analyst,4,Divorced,19737,4,Yes,4,1,75,4,25,14,1
43,No,Finance,2,8861,3,Female,67,2,1,Manager,2,Divorced,5144,3,No,2,1,8,2,15,8,7
30,No,Sales,28,8862,2,Female,56,2,1,Analyst,2,Divorced,17417,3,Yes,4,3,67,4,9,11,4
41,Yes,Marketing,45,8863,4,Male,59,3,3,Analyst,4,Married,11728,2,No,2,2,30,3,13,4,9
34,No,IT,8,8864,2,Female,92,2,5,Assistant,3,Divorced,18720,1,Yes,4,3,48,4,15,9,9
29,No,Marketing,37,8865,2,Male,82,3,1,Executive,4,Divorced,4084,2,Yes,1,2,39,3,12,5,3
46,No,Sales,5,8866,4,Female,82,4,1,Assistant,2,Single,4117,2,Yes,4,1,2,1,10,5,9
28,No,IT,29,8867,2,Male,38,3,2,Manager,1,Married,14219,2,Yes,4,2,16,3,3,8,4
47,Yes,Sales,18,8868,2,Female,50,3,1,Analyst,2,Married,4788,1,No,1,2,33,2,26,7,9
20,No,HR,37,8869,2,Male,89,4,1,Assistant,4,Divorced,4319,1,Yes,1,2,41,3,10,13,4
36,No,Sales,19,8870,1,Male,19,4,4,Analyst,5,Single,3681,4,Yes,3,1,31,1,18,8,0
50,No,Marketing,19,8871,4,Female,41,1,1,Assistant,5,Divorced,9090,4,Yes,4,1,38,1,29,14,4
29,No,HR,3,8872,1,Female,51,1,4,Manager,4,Divorced,11088,4,Yes,2,3,53,2,10,4,6
56,No,HR,49,8873,3,Male,41,4,5,Manager,5,Married,15457,1,No,4,3,42,2,4,12,7
48,Yes,Finance,6,8874,4,Male,90,4,2,Manager,4,Single,18241,1,Yes,3,1,65,4,28,10,7
37,No,Marketing,27,8875,3,Female,61,4,1,Assistant,1,Divorced,5346,2,Yes,3,1,10,2,28,2,1
57,No,Marketing,8,8876,1,Female,78,4,2,Executive,4,Married,5715,1,Yes,4,3,7,3,25,6,9
58,No,IT,10,8877,4,Female,20,1,2,Manager,1,Divorced,16922,3,No,1,2,34,2,3,14,0
25,Yes,Sales,37,8878,2,Female,90,2,2,Assistant,5,Divorced,14048,2,Yes,1,1,26,4,20,13,3
59,Yes,Sales,9,8879,3,Female,70,2,3,Executive,3,Single,10035,3,Yes,3,4,92,2,18,7,2
31,No,Marketing,19,8880,4,Female,28,4,4,Assistant,5,Single,10812,2,No,4,3,72,4,17,6,7
33,No,Sales,49,8881,2,Male,36,1,2,Assistant,4,Single,12866,4,Yes,2,3,72,2,5,3,5
29,No,Marketing,33,8882,1,Female,69,2,5,Manager,5,Divorced,11455,4,No,1,1,16,1,20,3,4
39,No,HR,35,8883,4,Female,89,3,1,Executive,3,Single,3479,2,Yes,2,1,1,2,10,5,8
34,No,Sales,31,8884,1,Female,66,4,2,Assistant,5,Married,16857,2,Yes,1,3,21,3,2,7,5
50,Yes,Sales,45,8885,2,Female,70,4,2,Assistant,3,Divorced,9664,1,No,4,1,60,1,22,2,5
26,No,Marketing,16,8886,3,Male,91,2,1,Assistant,2,Single,14045,3,Yes,4,3,80,2,21,12,0
29,No,Marketing,14,8887,3,Male,20,2,5,Assistant,4,Divorced,12609,4,No,1,3,1,2,1,11,8
29,No,IT,20,8888,4,Male,34,4,2,Manager,4,Divorced,4494,2,Yes,4,4,87,1,16,4,1
58,No,Sales,34,8889,4,Male,68,4,2,Assistant,3,Married,5699,2,Yes,4,3,89,1,10,13,0
47,No,Finance,48,8890,4,Female,16,1,5,Executive,1,Married,18646,3,No,2,2,16,1,3,12,6
49,No,Marketing,37,8891,3,Male,89,4,2,Analyst,3,Married,6850,2,Yes,4,2,66,3,4,8,4
56,No,Finance,8,8892,4,Female,86,2,5,Executive,2,Divorced,6937,3,No,3,4,21,2,1,3,5
22,Yes,HR,5,8893,4,Female,44,2,2,Assistant,4,Divorced,7628,3,Yes,3,2,32,4,28,7,3
34,No,HR,7,8894,2,Male,68,3,1,Assistant,4,Married,18231,2,No,3,3,54,2,12,14,7
40,No,Finance,1,8895,2,Male,18,2,5,Executive,5,Divorced,9905,4,No,3,3,69,2,13,10,6
56,No,HR,16,8896,4,Female,85,2,1,Analyst,3,Married,6148,4,Yes,3,4,53,1,27,3,0
31,No,Finance,26,8897,1,Male,61,2,1,Manager,2,Married,11901,3,No,2,1,41,4,8,8,5
23,No,IT,9,8898,4,Male,33,3,2,Analyst,5,Single,16566,1,Yes,1,2,39,2,19,7,2
28,No,IT,29,8899,3,Female,56,2,5,Analyst,1,Married,4939,3,Yes,1,1,75,2,5,1,7
58,No,HR,27,8900,3,Female,56,1,3,Analyst,5,Single,12171,4,Yes,1,4,16,1,12,4,5
47,No,Finance,42,8901,4,Female,65,2,1,Executive,2,Married,8123,4,Yes,3,1,32,2,19,7,5
42,No,Finance,24,8902,2,Female,17,4,1,Analyst,3,Divorced,17549,3,No,3,4,38,3,4,12,4
59,No,Finance,46,8903,4,Female,96,4,1,Manager,1,Single,3791,2,Yes,4,4,24,2,15,12,7
41,No,HR,10,8904,2,Male,51,4,2,Assistant,4,Divorced,17315,4,No,1,4,57,3,25,13,5
43,No,Finance,7,8905,1,Female,36,3,2,Executive,5,Divorced,14140,2,Yes,4,4,95,1,13,5,6
45,No,Marketing,28,8906,4,Female,47,1,1,Executive,2,Married,12160,1,No,2,4,77,2,13,3,8
49,No,Finance,20,8907,2,Female,63,3,2,Analyst,3,Married,7496,3,No,2,3,95,3,3,2,5
52,No,Marketing,44,8908,4,Male,68,3,2,Assistant,5,Divorced,3951,2,No,3,2,45,2,8,9,5
35,Yes,IT,49,8909,3,Female,76,1,2,Assistant,2,Married,18879,3,No,4,1,95,1,22,10,8
41,No,Marketing,34,8910,3,Female,49,3,4,Assistant,1,Married,9079,4,Yes,1,1,5,1,6,6,5
37,Yes,IT,29,8911,1,Male,43,1,5,Executive,5,Married,18300,1,No,1,2,93,2,17,10,6
26,Yes,HR,49,8912,1,Female,80,4,2,Manager,5,Divorced,19905,1,Yes,1,1,33,1,28,1,3
45,No,IT,41,8913,1,Female,64,3,4,Assistant,3,Single,16947,1,No,4,2,11,3,11,5,4
27,No,IT,2,8914,1,Female,28,4,4,Executive,2,Single,9413,3,Yes,3,1,47,1,7,12,7
25,No,Finance,2,8915,3,Male,62,1,2,Analyst,2,Divorced,4882,1,Yes,1,4,49,1,15,7,9
49,No,Sales,17,8916,3,Male,58,1,4,Assistant,4,Married,15804,3,No,3,3,20,3,4,8,9
58,No,IT,30,8917,1,Female,86,3,3,Analyst,4,Married,8097,4,No,1,1,45,2,8,5,4
42,Yes,Marketing,10,8918,1,Female,15,2,4,Assistant,2,Single,9407,1,No,3,4,38,1,25,12,3
51,No,HR,32,8919,3,Female,42,1,5,Analyst,5,Divorced,7544,4,Yes,4,4,58,2,2,12,7
41,No,Marketing,7,8920,3,Male,17,4,4,Executive,1,Divorced,10394,2,No,3,4,8,3,24,13,4
28,No,HR,22,8921,3,Male,85,2,2,Analyst,4,Married,6131,4,Yes,1,3,76,2,11,10,1
50,No,Marketing,17,8922,1,Male,62,1,1,Executive,4,Married,14343,1,No,2,3,76,1,8,12,9
26,Yes,IT,15,8923,4,Male,46,1,3,Analyst,1,Married,7095,1,No,2,2,18,1,22,13,7
28,Yes,Sales,38,8924,1,Male,23,3,4,Analyst,3,Divorced,13845,4,Yes,2,4,6,1,19,10,7
32,No,IT,15,8925,2,Male,71,1,3,Analyst,5,Single,13666,1,Yes,2,4,96,3,5,1,6
22,Yes,Finance,27,8926,1,Female,97,3,5,Assistant,4,Divorced,14816,1,Yes,3,1,74,1,18,12,8
54,No,Marketing,45,8927,3,Male,60,2,4,Manager,3,Divorced,9259,1,No,2,3,73,2,6,2,8
52,No,Sales,46,8928,3,Female,72,4,4,Manager,2,Divorced,16258,4,Yes,4,3,77,4,19,4,3
40,No,Marketing,1,8929,4,Male,70,4,3,Assistant,4,Single,8459,3,No,3,1,74,4,20,14,6
50,No,Finance,43,8930,1,Female,29,1,4,Analyst,1,Married,8226,4,No,4,2,52,1,25,10,0
53,No,Finance,30,8931,2,Male,75,2,4,Analyst,2,Married,10931,2,No,4,1,20,3,26,1,0
51,No,Finance,45,8932,3,Female,30,4,1,Assistant,2,Divorced,15388,3,No,3,2,54,2,5,4,2
54,No,IT,9,8933,2,Female,60,1,3,Executive,5,Divorced,16526,2,No,2,3,40,2,13,13,5
34,No,IT,40,8934,4,Female,85,4,2,Executive,3,Single,18703,1,No,4,2,38,3,23,6,9
51,No,Sales,24,8935,2,Male,49,2,2,Assistant,5,Single,10972,2,Yes,1,1,74,2,12,14,7
25,No,Finance,45,8936,4,Male,80,2,5,Manager,2,Married,14517,4,Yes,2,3,26,1,9,6,4
40,No,IT,41,8937,2,Male,71,3,1,Executive,5,Divorced,5341,4,Yes,3,1,40,2,29,2,2
52,No,HR,8,8938,2,Female,48,3,3,Assistant,1,Single,3220,1,No,2,1,60,4,5,1,1
51,No,HR,38,8939,1,Female,45,3,3,Executive,4,Single,8834,2,Yes,3,1,23,3,17,12,9
38,No,IT,11,8940,2,Female,26,3,1,Assistant,1,Divorced,8583,1,Yes,4,1,64,2,18,8,7
52,No,Sales,29,8941,4,Male,79,4,1,Executive,2,Divorced,15869,3,No,1,3,59,2,3,9,8
47,Yes,Marketing,49,8942,3,Male,61,1,5,Executive,5,Divorced,6648,1,Yes,1,3,77,3,19,9,6
50,No,Finance,26,8943,3,Female,79,3,2,Assistant,3,Divorced,3251,2,Yes,1,3,90,2,15,7,5
40,No,IT,7,8944,4,Male,15,3,3,Manager,3,Divorced,9838,4,No,3,2,49,3,17,12,9
53,No,Sales,40,8945,2,Male,93,1,1,Manager,2,Divorced,8231,2,No,1,1,57,1,9,4,1
34,Yes,Marketing,10,8946,3,Male,81,2,3,Executive,4,Single,4787,3,Yes,1,1,9,3,25,2,1
33,No,Sales,27,8947,1,Male,28,1,2,Executive,5,Divorced,18650,1,No,2,1,95,2,28,7,5
38,No,Marketing,4,8948,4,Female,68,2,3,Manager,1,Married,3279,2,Yes,2,4,10,2,4,6,8
34,No,HR,35,8949,4,Male,24,3,3,Assistant,1,Divorced,8634,2,No,4,3,93,1,9,13,8
25,No,Marketing,40,8950,2,Male,81,1,1,Analyst,3,Married,15466,3,No,3,3,57,2,4,14,8
28,No,HR,37,8951,4,Female,98,3,1,Executive,1,Married,9311,1,No,4,2,78,4,24,14,2
56,No,Finance,24,8952,3,Female,64,1,1,Analyst,4,Married,6649,4,Yes,2,2,35,4,3,7,2
39,Yes,IT,26,8953,2,Male,50,4,2,Executive,2,Divorced,13555,1,No,3,2,64,2,9,1,8
53,No,HR,46,8954,4,Male,25,2,4,Manager,5,Divorced,9869,3,No,1,2,85,2,11,14,4
57,No,Sales,27,8955,4,Male,17,1,2,Assistant,1,Married,18789,3,Yes,2,1,73,2,11,4,2
45,No,Marketing,42,8956,1,Male,53,3,1,Executive,2,Divorced,8741,4,No,2,4,29,3,20,1,6
37,No,Sales,30,8957,1,Female,24,2,5,Analyst,5,Single,13422,3,No,2,1,87,2,29,7,5
47,No,HR,32,8958,4,Female,65,4,3,Manager,2,Single,3023,2,Yes,3,1,6,3,8,6,9
28,No,Sales,49,8959,3,Female,46,4,3,Executive,1,Single,11447,2,No,4,2,96,2,29,10,2
51,Yes,Marketing,26,8960,2,Male,66,2,3,Assistant,2,Single,14759,3,No,4,4,11,2,2,8,5
25,No,IT,29,8961,4,Male,86,1,3,Executive,4,Divorced,4063,4,Yes,4,4,36,2,16,2,9
33,Yes,Sales,42,8962,1,Female,61,3,5,Assistant,3,Married,12678,1,No,1,4,77,1,23,8,8
47,No,Finance,20,8963,4,Male,27,4,1,Assistant,5,Divorced,17027,4,No,4,1,80,3,2,8,1
